Truck no.,Docket no.,Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST),Delivery Date, Source, Description, Paid Kms, Invoice QTY, Unit, Unit price, Total (Excl. GST), GST Payable, Total (Inc. GST) 
10473,25646115,14/04/23,BROOKVALE,8 Brook Rd Seaforth CARTAGE OTHER PER KM PER CU M,6.0000,5.0000,CUBIC ME,39.3900,196.95,19.70,216.65
10473.1,394439,27/07/22,PRESTONS,TRUCK TRANSFER PER KM,,35.0000,KILOMET,1.5400,53.90,5.39,59.29
10473.1,27179586,29/07/22,FOURTH AVE,TRUCK TRANSFER PER KM,,42.0000,KILOMET,1.5400,64.68,6.47,71.15
10473.1,25641048,11/10/22,BROOKVALE,TRUCK TRANSFER PER KM,,72.0000,KILOMET,1.5400,110.88,11.09,121.97
10473.1,25746774,14/09/22,BLACKTOWN,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-32.6600,(32.66),(3.27),(35.93)
10473.1,26835100,12/10/22,THORNLEIGH,10  GILLARD WAY NORTH EPPING CARTAGE OTHER PER KM PER CU M,11.5000,1.0000,CUBIC ME,0.0300,0.03,0.00,0.03
10473.1,25511709,14/10/22,ARTARMON,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-32.6600,(32.66),(3.27),(35.93)
10473.1,25747765,17/10/22,BLACKTOWN,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-43.3100,(43.31),(4.33),(47.64),17/10/22,BLACKTOWN,227  HEZLETT RD KELLYVILLE CARTAGEOTHER PER KM PER CU M,11.5000,1.0000,CUBIC ME,0.0300,0.03,0.00,0.03
10473.1,25980755,19/10/22,CITY,TRUCK TRANSFER PER KM,,1.0000,KILOMET,-57.5100,(57.51),(5.75),(63.26)
10474,25526673,03/04/23,ARTARMON,TRUCK TRANSFER PER KM,,44.0000,KILOMET,2.2500,99.00,9.90,108.90
10474,25526694,03/04/23,ARTARMON,FEE SERVICE WAITING TIME PER MINUTE,,5.0000,MINUTE,1.9500,9.75,0.98,10.73,03/04/23,ARTARMON,168  WALKER ST NORTH SYDNEY CARTAGEOTHER PER KM PER CU M,4.0000,6.4000,CUBIC ME,37.1900,238.02,23.80,261.82
10474,25526673,03/04/23,ARTARMON,168  WALKER ST NORTH SYDNEY CARTAGEOTHER PER KM PER CU M,4.0000,6.4000,CUBIC ME,37.1900,238.02,23.80,261.82
10474,25849009,04/04/23,CARINGBAH,2 Madeira St Sylvania CARTAGE OTHERPER KM PER CU M,5.5000,0.4000,CUBIC ME,38.8500,15.54,1.55,17.09
